REC_IR;STATNUM;ORI;ORIADDDT;ORINIBRS;CITY;STATECOD;POPGRP;DIVISN;REGION;AGINDIC;CORECTY;COVBYORI;FIELDNO;JUDDIST;NBRSFLG;INACTDTE;POP1;COUNTY1;MSA1;LSTPOP1;POP2;COUNTY2;MSA2;LSTPOP2;POP3;COUNTY3;MSA3;LSTPOP3;POP4;COUNTY4;MSA4;LSTPOP4;POP5;COUNTY5;MSA5;LSTPOP5;MASTERYR;QTR1ACT;QTR2ACT;QTR3ACT;QTR4ACT;F1QACT;F2QACT;F3QACT;F4QACT;AGNAME;CFIPS1;CFIPS2;CFIPS3;CFIPS4;CFIPS5;IINCIDNO;INCIDDTE;DATASRC;QUARTER;TNUMVTMS;TNUMOFF;GOFFRAC;OFFCOD1;NUMVTM1;LOCCOD1;BIASMO1;OFFCOD2;NUMVTM2;LOCCOD2;BIASMO2;OFFCOD3;NUMVTM3;LOCCOD3;BIASMO3;OFFCOD4;NUMVTM4;LOCCOD4;BIASMO4;OFFCOD5;NUMVTM5;LOCCOD5;BIASMO5;OFFCOD6;NUMVTM6;LOCCOD6;BIASMO6;OFFCOD7;NUMVTM7;LOCCOD7;BIASMO7;OFFCOD8;NUMVTM8;LOCCOD8;BIASMO8;OFFCOD9;NUMVTM9;LOCCOD9;BIASMO9;OFFCOD10;NUMVTM10;LOCCOD10;BIASMO10;VTYP_I1;VTYP_B1;VTYP_F1;VTYP_G1;VTYP_R1;VTYP_S1;VTYP_O1;VTYP_U1;VTYP_I2;VTYP_B2;VTYP_F2;VTYP_G2;VTYP_R2;VTYP_S2;VTYP_O2;VTYP_U2;VTYP_I3;VTYP_B3;VTYP_F3;VTYP_G3;VTYP_R3;VTYP_S3;VTYP_O3;VTYP_U3;VTYP_I4;VTYP_B4;VTYP_F4;VTYP_G4;VTYP_R4;VTYP_S4;VTYP_O4;VTYP_U4;VTYP_I5;VTYP_B5;VTYP_F5;VTYP_G5;VTYP_R5;VTYP_S5;VTYP_O5;VTYP_U5;VTYP_I6;VTYP_B6;VTYP_F6;VTYP_G6;VTYP_R6;VTYP_S6;VTYP_O6;VTYP_U6;VTYP_I7;VTYP_B7;VTYP_F7;VTYP_G7;VTYP_R7;VTYP_S7;VTYP_O7;VTYP_U7;VTYP_I8;VTYP_B8;VTYP_F8;VTYP_G8;VTYP_R8;VTYP_S8;VTYP_O8;VTYP_U8;VTYP_I9;VTYP_B9;VTYP_F9;VTYP_G9;VTYP_R9;VTYP_S9;VTYP_O9;VTYP_U9;VTYP_I10;VTYP_B10;VTYP_F10;VTYP_G10;VTYP_R10;VTYP_S10;VTYP_O10;VTYP_U10
IR;1;AL0011200;19910430;19910101;HOOVER;AL;3;6;3;1;Y; ;3070;010N;A; ;50456;37;98;49832;20275;59;98;19695;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;I;I;I; ; ; ; ;HOOVER;73;117; ; ; ;UG0N5HP6OZ9N;20080904;N;3;1;1;U;13C;1;25;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0011200;19910430;19910101;HOOVER;AL;3;6;3;1;Y; ;3070;010N;A; ;50456;37;98;49832;20275;59;98;19695;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;I;I;I; ; ; ; ;HOOVER;73;117; ; ; ;NH0O72846N5I;20081209;N;4;1;1;B;13C;1;13;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0011200;19910430;19910101;HOOVER;AL;3;6;3;1;Y; ;3070;010N;A; ;50456;37;98;49832;20275;59;98;19695;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;I;I;I; ; ; ; ;HOOVER;73;117; ; ; ;UG0N5HP2PZ9X;20081217;N;4;1;0;U;13B;1;20;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0011200;19910430;19910101;HOOVER;AL;3;6;3;1;Y; ;3070;010N;A; ;50456;37;98;49832;20275;59;98;19695;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;I;I;I; ; ; ; ;HOOVER;73;117; ; ; ;P908W5HY-83I;20081230;N;4;1;2;W;13C;1;20;25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0190200;19910430;19910101;ENTERPRISE;AL;5;6;3;1;N; ;3490;005M;A; ;24630;16; ;23808;233;23; ;227;0; ; ;0;0; ; ;0;0; ; ;0;2008;I;Z;Z;Z; ; ; ; ;ENTERPRISE;31;45; ; ; ;2W04GUO58L08;20080208;D;1;1;0;U;13C;1;20;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0430000;19910430;19910101;OPELIKA;AL;9B;6;3;2;N; ;3490;005M;A; ;48602;41;57;47299;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008; ; ;I;I; ; ; ; ;LEE;81; ; ; ; ;0N0WP-R27N04;20080918;D;3;1;2;W;290;1;20;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0430000;19910430;19910101;OPELIKA;AL;9B;6;3;2;N; ;3490;005M;A; ;48602;41;57;47299;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008; ; ;I;I; ; ; ; ;LEE;81; ; ; ; ;0N1M0U728G2W;20081102;D;4;1;0;U;13C;1;20;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0450000;19910430;19910101;HAYNEVILLE;AL;9C;6;3;2;N; ;3490;005M;A; ;10465;43;556;10524;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008; ; ; ;I; ; ; ; ;LOWNDES;85; ; ; ; ;0N1H0U7VSD1A;20081014;D;4;1;0;U;290;1;20;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;1;AL0630100;19910430;19910101;TUSCALOOSA;AL;3;6;3;1;Y; ;3070;010N;A; ;90157;63;915;83811;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;I; ;Z;Z; ; ; ; ;TUSCALOOSA;125; ; ; ; ;D0 KMS9G2 N;20080318;D;1;2;1;W;13C;2;20;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0010200;19910430;20040101;STUTTGART;AR;6;7;3;1;N; ;3390;030E;A; ;8969;1; ;9197;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;Z;I;Z; ; ; ; ;STUTTGART;1; ; ; ; ;7L-N0 Y7NUF3;20080908;N;3;1;1;U;220;1;14;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0040300;19910430;20080101;SILOAM SPRINGS;AR;5;7;3;1;N; ;3390;035W;A; ;14988;4;270;14659;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;Z;I;Z; ; ; ; ;SILOAM SPRINGS;7; ; ; ; ;D0DRETL72 N;20080725;N;3;1;0;U;290;1;20;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0040400;19910430;20030101;PEA RIDGE;AR;6;7;3;1;N; ;3390;035W;A; ;4686;4;270;4269;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;I;Z;Z;Z; ; ; ; ;PEA RIDGE;7; ; ; ; ;1G-MQ-91MD I;20080126;N;1;0;0;U;290;1;4;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0042100;20080702;20080103;BELLA VISTA;AR;5;7;3;1;N; ;3390;035W;A; ;16120;4;270;16582;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;Z;Z;I; ; ; ; ;BELLA VISTA;7; ; ; ; ;26-J ZS2J739;20081105;N;4;1;1;W;11C;1;20;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0080100;19910430;20031101;BERRYVILLE;AR;6;7;3;1;N; ;3390;035W;A; ;5284;8; ;5195;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;I;Z;Z;Z; ; ; ; ;BERRYVILLE;15; ; ; ; ;B-1854307LT;20080202;N;1;3;4;W;13A;3;20;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0140100;19910430;20050101;MAGNOLIA;AR;5;7;3;1;N; ;3390;035W;A; ;11083;14; ;10250;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;Z;I;Z; ; ; ; ;MAGNOLIA;27; ; ; ; ;6C-IY4K6QU72;20080716;N;3;1;4;B;23H;1;7;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0150000;19910430;20030301;MORRILTON;AR;8C;7;3;2;N; ;3390;030E;A; ;13331;15; ;13339;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008; ;Z;I;Z; ; ; ; ;CONWAY;29; ; ; ; ;92-W5J49W3TD;20080927;N;3;1;2;W;13C;1;20;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0160000;19910430;20030101;JONESBORO;AR;9C;7;3;2;N; ;3390;030E;A; ;20180;16;396;19860;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;I;Z;Z; ; ; ; ;CRAIGHEAD;31; ; ; ; ;7L-NJRI7NUF3;20080415;N;2;1;1;W;13B;1;20;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IR;3;AR0160000;19910430;20030101;JONESBORO;AR;9C;7;3;2;N; ;3390;030E;A; ;20180;16;396;19860;0; ; ;0;0; ; ;0;0; ; ;0;0; ; ;0;2008;Z;I;Z;Z; ; ; ; ;CRAIGHEAD;31; ; ; ; ;8X-4KS48429G;20080419;N;2;1;1;W;13B;1;20;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
